,events,woba_value,launch_speed,launch_angle
136598,field_out,0.0,99.9,24.0
136599,single,0.9,86.4,19.0
136600,single,0.9,99.6,-4.0
136605,single,0.9,103.4,-19.0
136609,single,0.9,106.7,8.0
136620,field_out,0.0,98.4,40.0
136646,single,0.9,106.4,8.0
136649,field_out,0.0,104.4,3.0
136658,field_out,0.0,94.2,43.0
136662,home_run,2.0,115.8,16.0
136665,field_out,0.0,88.8,69.0
136669,field_out,0.0,81.6,-12.0
136676,field_out,0.0,97.0,-6.0
136677,double,1.25,95.4,29.0
136697,field_out,0.0,88.0,-28.0
136707,field_out,0.0,105.1,-3.0
136713,home_run,2.0,101.2,44.0
136717,field_out,0.0,78.7,47.0
136726,field_out,0.0,74.1,65.0
136733,single,0.9,91.5,13.0
136747,field_out,0.0,55.2,-32.0
136753,field_out,0.0,87.1,1.0
136767,single,0.9,103.3,6.0
136789,field_out,0.0,72.7,1.0
136798,field_out,0.0,96.6,52.0
136802,single,0.9,109.6,-6.0
136805,field_out,0.0,86.3,-49.0
136809,field_out,0.0,97.5,17.0
136812,home_run,2.0,104.0,23.0
136827,single,0.9,68.9,17.0
136832,field_out,0.0,50.9,-46.0
136838,field_out,0.0,61.0,-32.0
136853,single,0.9,106.6,22.0
136859,single,0.9,104.3,-3.0
136866,field_out,0.0,96.2,43.0
136874,field_out,0.0,80.3,58.0
136875,home_run,2.0,105.1,25.0
136878,single,0.9,79.9,57.0
136881,single,0.9,97.7,8.0
136887,field_out,0.0,102.7,21.0
136889,field_out,0.0,89.1,29.0
136896,field_out,0.0,63.6,-8.0
136906,field_out,0.0,63.8,43.0
136917,field_out,0.0,89.0,32.0
136920,field_out,0.0,81.4,35.0
136952,single,0.9,70.4,18.0
136958,double,1.25,105.4,19.0
136989,single,0.9,106.7,-6.0
136991,field_out,0.0,103.6,6.0
137011,single,0.9,95.2,9.0
137013,single,0.9,98.7,7.0
137026,single,0.9,97.3,-4.0
137043,field_out,0.0,91.7,-11.0
137049,field_out,0.0,94.2,26.0
137062,single,0.9,80.1,17.0
137064,field_out,0.0,93.4,-27.0
137067,field_out,0.0,97.1,-25.0
137074,field_out,0.0,93.0,50.0
137084,field_out,0.0,76.3,13.0
137086,field_out,0.0,86.5,-19.0
137091,field_out,0.0,50.7,-40.0
137092,field_out,0.0,91.5,-10.0
137094,field_out,0.0,96.7,35.0
137096,single,0.9,65.0,23.0
137097,single,0.9,84.3,18.0
137105,field_out,0.0,92.2,-8.0
137110,field_out,0.0,97.7,-13.0
137116,double,1.25,95.0,30.0
137123,field_out,0.0,93.2,33.0
137124,field_out,0.0,91.3,48.0
137142,field_out,0.0,83.5,47.0
137144,field_out,0.0,99.9,37.0
137148,home_run,2.0,105.7,32.0
137150,double,1.25,100.7,13.0
137155,field_out,0.0,86.1,-4.0
137158,field_out,0.0,85.3,-11.0
137164,field_out,0.0,65.9,-43.0
137167,field_out,0.0,82.6,34.0
137170,field_out,0.0,35.1,-36.0
137175,field_out,0.0,59.0,-56.0
137177,field_out,0.0,51.9,42.0
137179,field_out,0.0,102.3,-10.0
137182,field_out,0.0,96.9,29.0
137183,field_out,0.0,84.7,64.0
137185,field_out,0.0,80.1,29.0
137192,field_out,0.0,101.5,3.0
137198,field_out,0.0,93.2,23.0
137202,field_out,0.0,71.5,-61.0
137204,field_out,0.0,90.7,19.0
137208,single,0.9,76.0,23.0
137218,field_out,0.0,75.0,35.0
137222,field_out,0.0,82.7,-7.0
137239,field_out,0.0,98.3,24.0
137253,double,1.25,79.9,17.0
137257,field_out,0.0,94.0,66.0
137275,field_out,0.0,91.1,6.0
137280,field_out,0.0,67.6,0.0
137286,single,0.9,101.1,1.0
137292,field_out,0.0,63.8,-66.0
137295,field_out,0.0,92.9,39.0
137301,field_out,0.0,98.4,-5.0
137309,single,0.9,86.4,9.0
137312,field_out,0.0,92.3,26.0
137317,single,0.9,92.3,-51.0
137322,field_out,0.0,89.1,-14.0
137327,field_out,0.0,71.1,-54.0
137328,field_out,0.0,82.4,44.0
137331,field_out,0.0,83.8,58.0
137334,double,1.25,96.1,16.0
137338,field_out,0.0,94.3,-28.0
137340,field_out,0.0,55.2,69.0
137341,field_out,0.0,98.1,-4.0
137344,double,1.25,104.2,19.0
137345,field_out,0.0,62.8,-56.0
137351,field_out,0.0,77.4,40.0
137359,double,1.25,97.9,13.0
137361,field_out,0.0,93.9,19.0
137363,single,0.9,90.5,18.0
137367,field_out,0.0,92.1,23.0
137372,double,1.25,93.2,9.0
137373,field_out,0.0,91.8,69.0
137378,field_out,0.0,87.8,34.0
137382,field_out,0.0,96.0,-6.0
137384,field_out,0.0,92.6,37.0
137392,field_out,0.0,58.0,-58.0
137395,field_out,0.0,99.8,33.0
137400,field_out,0.0,83.9,54.0
137407,single,0.9,97.1,11.0
137424,field_out,0.0,88.0,23.0
137434,double,1.25,99.1,26.0
137440,field_out,0.0,88.3,71.0
137451,double,1.25,76.6,31.0
137452,field_out,0.0,70.4,43.0
137468,single,0.9,108.2,5.0
137472,field_out,0.0,67.1,-44.0
137480,field_out,0.0,72.8,2.0
137483,field_out,0.0,91.1,32.0
137486,field_out,0.0,75.7,53.0
137500,field_out,0.0,63.0,82.0
137503,field_out,0.0,97.6,34.0
137516,field_out,0.0,67.0,87.0
137520,single,0.9,101.8,-1.0
137523,single,0.9,85.4,15.0
137524,field_out,0.0,73.8,-2.0
137533,field_out,0.0,70.9,14.0
137538,field_out,0.0,76.0,-38.0
137547,single,0.9,71.4,29.0
137552,field_out,0.0,93.8,24.0
137569,single,0.9,91.2,15.0
137576,field_out,0.0,87.3,-20.0
137589,field_out,0.0,100.3,-3.0
137592,field_out,0.0,70.5,1.0
137598,field_out,0.0,93.7,-24.0
137629,field_out,0.0,98.9,1.0
137640,field_out,0.0,74.4,-3.0
137644,field_out,0.0,78.3,-39.0
137647,field_out,0.0,51.1,10.0
137659,field_out,0.0,76.6,-37.0
137661,home_run,2.0,115.3,30.0
137670,field_out,0.0,76.5,46.0
137684,single,0.9,87.0,20.0
137690,field_out,0.0,59.8,63.0
137699,single,0.9,100.6,-9.0
137735,field_out,0.0,89.0,54.0
137736,single,0.9,99.9,2.0
137737,single,0.9,86.9,20.0
137739,field_out,0.0,87.2,-25.0
137754,field_out,0.0,85.1,-3.0
137779,field_out,0.0,96.0,35.0
137781,single,0.9,110.1,8.0
137782,single,0.9,76.1,19.0
137798,single,0.9,100.1,12.0
137803,field_out,0.0,64.3,44.0
137812,field_out,0.0,95.1,33.0
137814,field_out,0.0,102.8,40.0
137828,field_out,0.0,88.9,46.0
137831,home_run,2.0,99.7,30.0
137881,double,1.25,113.4,17.0
137882,single,0.9,99.3,10.0
137884,field_out,0.0,92.3,-5.0
137886,field_out,0.0,80.1,42.0
137888,field_out,0.0,95.4,-12.0
137894,field_out,0.0,101.5,5.0
137900,double,1.25,89.8,-17.0
137901,single,0.9,108.6,-1.0
137911,field_out,0.0,72.4,-24.0
137915,field_out,0.0,84.9,-35.0
137925,field_out,0.0,93.8,9.0
137932,field_out,0.0,102.7,15.0
137942,field_out,0.0,93.9,36.0
137954,field_out,0.0,87.1,-34.0
137957,field_out,0.0,96.1,30.0
137958,single,0.9,104.9,20.0
137966,field_out,0.0,89.6,20.0
137972,field_out,0.0,97.9,17.0
137976,field_out,0.0,103.7,0.0
137978,double,1.25,96.1,20.0
137987,double,1.25,114.0,12.0
137992,single,0.9,88.8,12.0
137995,field_out,0.0,74.5,9.0
137997,field_out,0.0,106.4,15.0
137999,field_out,0.0,61.0,-3.0
138022,single,0.9,80.5,27.0
138028,single,0.9,68.8,10.0
138037,double,1.25,101.2,25.0
138040,single,0.9,107.4,14.0
138042,double,1.25,106.6,15.0
138049,field_out,0.0,107.6,21.0
138055,field_out,0.0,96.5,59.0
138056,field_out,0.0,84.4,38.0
138062,field_out,0.0,73.4,46.0
138063,single,0.9,95.5,14.0
138073,field_out,0.0,93.9,-9.0
138081,triple,1.6,94.7,27.0
138089,field_out,0.0,91.2,32.0
138099,field_out,0.0,88.5,42.0
138108,single,0.9,94.3,1.0
138113,field_out,0.0,49.6,-25.0
138114,home_run,2.0,108.7,18.0
138115,field_out,0.0,76.8,54.0
138126,field_out,0.0,94.4,1.0
138129,field_out,0.0,103.6,-17.0
138134,field_out,0.0,92.3,34.0
138152,single,0.9,82.0,19.0
138155,field_out,0.0,96.5,20.0
138158,single,0.9,98.6,9.0
138169,double,1.25,78.4,19.0
138170,field_out,0.0,89.9,-31.0
138177,field_out,0.0,98.9,55.0
138181,field_out,0.0,101.2,33.0
138193,single,0.9,110.3,-1.0
138199,field_out,0.0,60.4,-39.0
138203,field_out,0.0,88.6,45.0
138205,field_out,0.0,77.3,-3.0
138207,single,0.9,105.9,10.0
138209,field_out,0.0,103.0,28.0
138217,field_out,0.0,105.3,46.0
138219,single,0.9,77.7,10.0
138222,field_out,0.0,81.4,41.0
138226,field_out,0.0,71.4,56.0
138235,field_out,0.0,86.8,24.0
138239,field_out,0.0,73.0,49.0
138245,single,0.9,82.8,21.0
138258,field_out,0.0,56.0,65.0
138266,field_out,0.0,74.4,-16.0
138275,field_out,0.0,96.6,45.0
138279,field_out,0.0,82.2,86.0
138284,field_out,0.0,81.5,25.0
138290,field_out,0.0,98.4,-14.0
138292,field_out,0.0,88.0,27.0
138301,field_out,0.0,71.7,-72.0
138307,single,0.9,64.1,-21.0
138309,field_out,0.0,74.6,46.0
138318,field_out,0.0,93.8,-8.0
138330,field_out,0.0,46.5,3.0
138339,field_out,0.0,101.6,2.0
138350,field_out,0.0,74.3,-38.0
138359,field_out,0.0,89.1,30.0
138363,field_out,0.0,96.5,19.0
138366,field_out,0.0,76.3,57.0
138372,field_out,0.0,91.0,17.0
138377,double,1.25,58.2,5.0
138382,field_out,0.0,96.1,-7.0
138385,field_out,0.0,83.0,31.0
138388,field_out,0.0,95.6,40.0
138393,single,0.9,68.3,36.0
138397,field_out,0.0,89.3,30.0
138406,field_out,0.0,66.0,59.0
138408,field_out,0.0,100.1,-25.0
138413,field_out,0.0,77.5,75.0
138419,field_out,0.0,81.8,33.0
138423,field_out,0.0,83.8,44.0
138434,single,0.9,93.3,17.0
138436,field_out,0.0,88.8,35.0
138440,single,0.9,85.5,21.0
138442,field_out,0.0,85.4,75.0
138460,field_out,0.0,52.8,-13.0
138461,field_out,0.0,90.9,68.0
138463,single,0.9,77.3,22.0
138468,double,1.25,98.4,16.0
138469,field_out,0.0,82.8,-20.0
138473,field_out,0.0,78.0,42.0
138474,field_out,0.0,100.9,19.0
138477,field_out,0.0,83.0,-9.0
138480,field_out,0.0,92.5,25.0
138489,single,0.9,103.2,-11.0
138504,double,1.25,75.6,18.0
138507,field_out,0.0,74.4,-40.0
138513,field_out,0.0,94.6,42.0
138534,field_out,0.0,88.8,43.0
138536,field_out,0.0,93.9,38.0
138539,field_out,0.0,109.5,-16.0
138546,field_out,0.0,100.0,57.0
138547,field_out,0.0,87.2,-8.0
138550,field_out,0.0,86.1,-17.0
138556,double,1.25,98.8,0.0
138562,field_out,0.0,71.8,30.0
138570,field_out,0.0,69.8,33.0
138575,field_out,0.0,88.5,-23.0
138577,single,0.9,97.1,10.0
138584,field_out,0.0,58.1,80.0
138586,field_out,0.0,73.9,-22.0
138587,home_run,2.0,105.0,27.0
138598,field_out,0.0,82.1,38.0
138608,field_out,0.0,67.4,49.0
138614,field_out,0.0,79.0,71.0
138620,field_out,0.0,96.0,15.0
138626,field_out,0.0,100.4,21.0
138635,field_out,0.0,82.2,26.0
138646,single,0.9,97.4,4.0
138652,field_out,0.0,95.9,46.0
138656,field_out,0.0,96.5,30.0
138662,single,0.9,106.3,3.0
138676,single,0.9,66.3,-25.0
138686,field_out,0.0,73.5,2.0
138698,field_out,0.0,99.0,-8.0
138700,double,1.25,81.3,8.0
138702,field_out,0.0,91.4,30.0
138705,field_out,0.0,102.7,21.0
138709,field_out,0.0,99.3,-39.0
138714,field_out,0.0,62.3,-12.0
138715,field_out,0.0,77.0,32.0
138717,home_run,2.0,102.3,27.0
138720,field_out,0.0,96.7,61.0
138721,home_run,2.0,95.1,33.0
138725,field_out,0.0,92.1,34.0
138733,field_out,0.0,99.1,13.0
138736,single,0.9,106.9,15.0
138737,single,0.9,76.3,19.0
138742,single,0.9,106.4,12.0
138751,single,0.9,72.0,17.0
138762,field_out,0.0,97.7,-7.0
138764,home_run,2.0,106.7,23.0
138772,field_out,0.0,60.6,39.0
138789,single,0.9,91.6,8.0
138792,field_out,0.0,77.2,-28.0
138794,field_out,0.0,64.3,-52.0
138796,double,1.25,91.5,37.0
138806,field_out,0.0,95.4,57.0
138808,field_out,0.0,91.2,29.0
138811,field_out,0.0,75.3,81.0
138813,field_out,0.0,95.8,23.0
138819,field_out,0.0,70.6,88.0
138821,single,0.9,81.4,16.0
138825,home_run,2.0,107.9,35.0
138827,field_out,0.0,92.9,48.0
138863,single,0.9,87.7,-7.0
138870,single,0.9,94.5,17.0
138873,field_out,0.0,99.6,-2.0
138886,field_out,0.0,64.4,-34.0
138893,field_out,0.0,100.2,-17.0
138895,home_run,2.0,103.5,28.0
138904,field_out,0.0,96.8,56.0
138916,field_out,0.0,72.3,-9.0
138918,field_out,0.0,99.7,5.0
138920,field_out,0.0,91.0,-8.0
138924,home_run,2.0,106.1,29.0
138928,field_out,0.0,87.3,45.0
138932,field_out,0.0,88.8,57.0
138943,field_out,0.0,59.7,-32.0
138952,field_out,0.0,90.1,69.0
138958,single,0.9,107.5,8.0
138961,single,0.9,75.3,-11.0
138966,field_out,0.0,100.0,-3.0
138970,field_out,0.0,97.9,0.0
138977,field_out,0.0,81.6,24.0
138983,field_out,0.0,88.9,23.0
138988,double,1.25,110.9,15.0
138992,field_out,0.0,59.4,-49.0
138999,single,0.9,93.5,12.0
139006,field_out,0.0,72.5,70.0
139013,field_out,0.0,84.5,23.0
139022,single,0.9,65.6,20.0
139026,single,0.9,69.5,27.0
139034,double,1.25,105.5,20.0
139040,single,0.9,91.9,13.0
139043,field_out,0.0,70.9,8.0
139062,field_out,0.0,88.4,-31.0
139065,home_run,2.0,101.9,29.0
139074,home_run,2.0,103.0,24.0
139080,field_out,0.0,98.9,18.0
139082,field_out,0.0,93.8,21.0
139095,field_out,0.0,83.5,82.0
139098,double,1.25,102.7,22.0
139100,single,0.9,101.7,9.0
139104,field_out,0.0,94.0,-19.0
139114,field_out,0.0,77.3,70.0
139127,double,1.25,88.4,24.0
139131,field_out,0.0,64.8,16.0
139133,field_out,0.0,72.2,-25.0
139138,field_out,0.0,89.6,57.0
139148,single,0.9,69.9,21.0
139149,field_out,0.0,69.7,8.0
139167,single,0.9,94.0,10.0
139173,double,1.25,94.0,26.0
139176,field_out,0.0,67.5,-28.0
139178,field_out,0.0,84.1,-8.0
139183,double,1.25,86.4,19.0
139200,double,1.25,106.0,24.0
139209,single,0.9,85.4,17.0
139211,field_out,0.0,77.3,43.0
139216,field_out,0.0,55.9,61.0
139229,single,0.9,45.6,-31.0
139235,field_out,0.0,83.7,38.0
139240,field_out,0.0,93.3,11.0
139246,field_out,0.0,75.9,7.0
139250,field_out,0.0,106.3,-8.0
139256,single,0.9,73.9,-64.0
139262,single,0.9,100.0,14.0
139269,single,0.9,106.9,18.0
139275,field_out,0.0,82.5,29.0
139277,field_out,0.0,97.3,-15.0
139284,field_out,0.0,86.5,47.0
139286,home_run,2.0,98.9,33.0
139292,field_out,0.0,99.0,32.0
139293,home_run,2.0,97.4,32.0
139297,single,0.9,92.3,7.0
139298,field_out,0.0,96.3,-2.0
139300,field_out,0.0,75.7,26.0
139302,double,1.25,80.7,20.0
139312,single,0.9,100.9,1.0
139317,single,0.9,100.3,-17.0
139318,field_out,0.0,83.7,-24.0
139328,single,0.9,70.7,24.0
139334,field_out,0.0,77.1,35.0
139348,double,1.25,109.2,16.0
139351,field_out,0.0,85.6,9.0
139359,field_out,0.0,108.6,-2.0
139395,field_out,0.0,102.6,33.0
139400,field_out,0.0,98.6,-8.0
139417,field_out,0.0,58.3,-3.0
139420,double,1.25,90.7,38.0
139444,field_out,0.0,104.3,20.0
139452,double,1.25,105.2,9.0
139463,field_out,0.0,83.5,-56.0
139468,field_out,0.0,96.9,49.0
139478,single,0.9,76.7,36.0
139490,field_out,0.0,61.5,20.0
139496,field_out,0.0,59.7,-48.0
139499,single,0.9,91.4,16.0
139501,single,0.9,97.7,16.0
139505,field_out,0.0,87.8,-24.0
139510,field_out,0.0,88.5,29.0
139517,field_out,0.0,71.8,13.0
139519,double,1.25,94.4,20.0
139536,field_out,0.0,95.7,7.0
139537,field_out,0.0,99.6,27.0
139545,field_out,0.0,92.5,20.0
139549,single,0.9,98.6,12.0
139554,field_out,0.0,90.2,33.0
139555,single,0.9,100.8,12.0
139568,field_out,0.0,80.1,52.0
139575,field_out,0.0,96.4,63.0
139576,field_out,0.0,85.5,-1.0
139579,field_out,0.0,104.8,-9.0
139580,field_out,0.0,101.1,-16.0
139587,field_out,0.0,70.5,-42.0
139596,field_out,0.0,76.8,-58.0
139599,field_out,0.0,95.1,32.0
139610,field_out,0.0,68.2,61.0
139614,field_out,0.0,51.9,-65.0
139616,single,0.9,97.5,3.0
139624,field_out,0.0,101.8,29.0
139628,single,0.9,84.1,13.0
139629,field_out,0.0,95.3,-2.0
139633,field_out,0.0,75.1,-21.0
139634,field_out,0.0,98.6,33.0
139667,field_out,0.0,101.5,20.0
139669,single,0.9,104.2,11.0
139670,single,0.9,66.4,-43.0
139675,field_out,0.0,101.4,16.0
139693,single,0.9,89.4,17.0
139715,field_out,0.0,88.3,12.0
139720,field_out,0.0,92.6,35.0
139722,field_out,0.0,97.3,28.0
139727,field_out,0.0,85.4,53.0
139739,field_out,0.0,78.3,68.0
139744,field_out,0.0,90.8,47.0
139748,single,0.9,105.5,7.0
139753,single,0.9,61.8,29.0
139756,single,0.9,101.6,-4.0
139763,field_out,0.0,69.4,-19.0
139769,single,0.9,84.1,17.0
139772,field_out,0.0,99.0,41.0
139775,field_out,0.0,82.8,30.0
139780,field_out,0.0,91.6,61.0
139784,field_out,0.0,81.9,-9.0
139787,field_out,0.0,98.6,9.0
139793,field_out,0.0,74.1,64.0
139794,single,0.9,103.4,15.0
139806,field_out,0.0,88.2,53.0
139810,field_out,0.0,78.3,33.0
139814,field_out,0.0,82.9,66.0
139824,single,0.9,94.2,12.0
139827,single,0.9,82.2,5.0
139832,field_out,0.0,90.2,11.0
139837,double,1.25,81.4,26.0
139838,field_out,0.0,92.0,54.0
139844,home_run,2.0,103.1,38.0
139846,field_out,0.0,71.3,-16.0
139854,field_out,0.0,84.8,68.0
139866,field_out,0.0,44.8,80.0
139868,triple,1.6,104.1,17.0
139869,field_out,0.0,103.6,-7.0
139874,field_out,0.0,84.2,34.0
139875,field_out,0.0,59.8,-6.0
139882,field_out,0.0,72.9,38.0
139902,field_out,0.0,71.9,44.0
139904,field_out,0.0,80.7,35.0
139907,field_out,0.0,84.6,44.0
139915,single,0.9,70.2,48.0
139923,field_out,0.0,101.3,6.0
139924,field_out,0.0,97.2,-3.0
139925,double,1.25,102.1,0.0
139932,double,1.25,100.8,15.0
139935,field_out,0.0,94.4,29.0
139946,field_out,0.0,105.9,7.0
139949,single,0.9,99.2,12.0
139960,field_out,0.0,92.5,-36.0
139964,home_run,2.0,104.1,28.0
139969,field_out,0.0,89.0,49.0
139971,single,0.9,78.3,-11.0
139976,field_out,0.0,100.0,53.0
139977,field_out,0.0,54.4,-67.0
139979,single,0.9,84.7,-42.0
139985,home_run,2.0,101.6,28.0
139993,single,0.9,102.5,12.0
139995,home_run,2.0,106.4,18.0
140000,single,0.9,106.1,-4.0
140004,single,0.9,86.2,-9.0
140008,single,0.9,77.0,26.0
140010,field_out,0.0,86.9,66.0
140014,field_out,0.0,93.5,33.0
140019,field_out,0.0,89.5,57.0
140029,single,0.9,101.9,1.0
140038,single,0.9,107.0,14.0
140044,field_out,0.0,75.7,71.0
140048,field_out,0.0,90.9,4.0
140050,field_out,0.0,91.2,8.0
140053,field_out,0.0,90.6,-1.0
140057,field_out,0.0,76.9,65.0
140059,field_out,0.0,88.0,38.0
140064,field_out,0.0,47.8,-59.0
140069,field_out,0.0,82.5,-14.0
140074,home_run,2.0,108.2,29.0
140086,triple,1.6,101.1,18.0
140087,field_out,0.0,66.4,-31.0
140092,double,1.25,92.8,25.0
140108,field_out,0.0,97.6,-37.0
140114,field_out,0.0,91.9,5.0
140117,field_out,0.0,52.8,37.0
140123,field_out,0.0,96.6,25.0
140127,single,0.9,106.6,2.0
140134,single,0.9,82.8,6.0
140139,double,1.25,73.6,47.0
140142,home_run,2.0,97.1,40.0
140143,field_out,0.0,85.4,65.0
140147,field_out,0.0,75.6,43.0
140149,field_out,0.0,88.6,-8.0
140158,field_out,0.0,94.4,32.0
140159,field_out,0.0,81.5,47.0
140160,field_out,0.0,86.2,-9.0
140162,field_out,0.0,89.0,53.0
140172,field_out,0.0,95.1,-4.0
140174,field_out,0.0,26.9,31.0
140178,field_out,0.0,88.6,0.0
140180,field_out,0.0,102.1,0.0
140187,field_out,0.0,73.6,6.0
140189,field_out,0.0,89.2,18.0
140191,field_out,0.0,77.4,14.0
140204,triple,1.6,80.1,29.0
140207,home_run,2.0,103.4,35.0
140214,single,0.9,99.4,17.0
140231,double,1.25,107.8,14.0
140234,field_out,0.0,100.4,47.0
140235,field_out,0.0,90.6,36.0
140245,home_run,2.0,106.4,20.0
140246,field_out,0.0,90.6,80.0
140251,field_out,0.0,81.0,70.0
140260,field_out,0.0,103.5,22.0
140262,home_run,2.0,101.0,30.0
140264,field_out,0.0,97.4,40.0
140274,field_out,0.0,89.6,-16.0
140278,field_out,0.0,70.7,89.0
140279,field_out,0.0,93.8,-3.0
140283,field_out,0.0,94.1,65.0
140287,home_run,2.0,100.0,36.0
140289,single,0.9,106.8,9.0
140294,field_out,0.0,87.3,11.0
140301,single,0.9,91.4,20.0
140306,field_out,0.0,73.1,35.0
140308,field_out,0.0,91.8,11.0
140310,field_out,0.0,61.3,-39.0
140313,field_out,0.0,81.7,54.0
140315,double,1.25,95.7,12.0
140317,single,0.9,97.4,3.0
140321,field_out,0.0,83.5,-13.0
140326,field_out,0.0,75.1,45.0
140332,field_out,0.0,95.7,43.0
140333,field_out,0.0,90.2,71.0
140341,single,0.9,91.9,11.0
140351,field_out,0.0,99.3,-2.0
140366,field_out,0.0,96.0,29.0
140368,field_out,0.0,87.3,22.0
140382,field_out,0.0,102.3,18.0
140390,single,0.9,105.3,-3.0
140391,home_run,2.0,103.0,33.0
140396,triple,1.6,87.6,22.0
140399,field_out,0.0,93.5,56.0
140404,field_out,0.0,96.1,44.0
140415,field_out,0.0,58.4,-4.0
140420,field_out,0.0,88.6,52.0
140438,single,0.9,79.1,19.0
140439,single,0.9,100.8,5.0
140445,single,0.9,109.1,0.0
140448,single,0.9,57.1,-74.0
140449,single,0.9,50.7,38.0
140451,field_out,0.0,55.3,7.0
140457,double,1.25,97.8,25.0
140463,field_out,0.0,83.9,68.0
140466,single,0.9,92.1,-17.0
140485,field_out,0.0,70.3,-4.0
140492,double,1.25,97.2,26.0
140493,home_run,2.0,101.2,30.0
140495,field_out,0.0,96.8,5.0
140497,field_out,0.0,83.0,6.0
140503,field_out,0.0,88.5,34.0
140510,single,0.9,74.3,30.0
140513,field_out,0.0,103.8,-8.0
140516,field_out,0.0,78.6,52.0
140517,field_out,0.0,86.6,6.0
140523,field_out,0.0,79.2,-24.0
140526,field_out,0.0,86.2,-1.0
140530,double,1.25,99.6,24.0
140532,single,0.9,84.0,13.0
140539,field_out,0.0,104.1,-6.0
140541,field_out,0.0,92.8,-18.0
140550,field_out,0.0,88.5,49.0
140556,field_out,0.0,77.6,2.0
140560,field_out,0.0,71.7,-52.0
140562,field_out,0.0,55.3,17.0
140575,field_out,0.0,86.2,51.0
140578,field_out,0.0,55.0,1.0
140585,field_out,0.0,104.5,12.0
140604,single,0.9,102.3,12.0
140608,field_out,0.0,106.7,23.0
140611,home_run,2.0,108.9,24.0
140620,single,0.9,99.4,16.0
140623,field_out,0.0,81.1,-32.0
140626,field_out,0.0,68.5,61.0
140630,field_out,0.0,103.8,15.0
140633,field_out,0.0,89.5,-20.0
140642,single,0.9,101.3,11.0
140643,field_out,0.0,80.4,25.0
140647,field_out,0.0,104.1,34.0
140652,single,0.9,97.7,11.0
140658,field_out,0.0,70.8,5.0
140661,field_out,0.0,64.7,-10.0
140666,field_out,0.0,68.4,16.0
140672,home_run,2.0,108.1,25.0
140682,field_out,0.0,97.1,-13.0
140689,field_out,0.0,79.6,10.0
140691,field_out,0.0,109.1,4.0
140693,field_out,0.0,88.0,38.0
140701,single,0.9,99.9,4.0
140707,single,0.9,76.2,0.0
140710,field_out,0.0,86.8,-12.0
140715,field_out,0.0,104.4,40.0
140730,field_out,0.0,83.6,-25.0
140734,field_out,0.0,93.3,21.0
140736,field_out,0.0,102.6,-18.0
140743,double,1.25,108.7,10.0
140774,single,0.9,85.8,6.0
140776,field_out,0.0,92.1,24.0
140780,field_out,0.0,101.0,32.0
140787,field_out,0.0,93.7,49.0
140792,field_out,0.0,83.0,62.0
140797,field_out,0.0,95.3,-2.0
140815,single,0.9,100.7,9.0
140817,field_out,0.0,91.4,27.0
140825,field_out,0.0,106.6,17.0
140840,single,0.9,103.0,8.0
140846,field_out,0.0,97.0,2.0
140848,field_out,0.0,85.0,37.0
140851,field_out,0.0,71.9,-58.0
140855,field_out,0.0,74.0,-4.0
140857,double,1.25,87.7,17.0
140862,single,0.9,107.1,2.0
140863,field_out,0.0,98.9,-7.0
140868,triple,1.6,95.1,20.0
140872,single,0.9,69.5,22.0
140882,single,0.9,96.9,5.0
140886,field_out,0.0,83.2,38.0
140890,single,0.9,63.2,27.0
140893,field_out,0.0,81.3,81.0
140906,single,0.9,106.0,13.0
140914,field_out,0.0,82.7,43.0
140919,field_out,0.0,83.2,57.0
140923,field_out,0.0,73.1,12.0
140925,field_out,0.0,101.3,7.0
140928,field_out,0.0,94.1,32.0
140931,field_out,0.0,104.6,27.0
140932,field_out,0.0,84.6,48.0
140944,field_out,0.0,95.1,34.0
140954,field_out,0.0,82.8,24.0
140957,field_out,0.0,96.3,-10.0
140983,field_out,0.0,92.5,27.0
140997,single,0.9,109.8,7.0
141002,single,0.9,89.8,19.0
141016,field_out,0.0,85.4,24.0
141023,double,1.25,77.9,38.0
141036,field_out,0.0,91.4,-28.0
141042,triple,1.6,111.3,18.0
141082,double,1.25,103.9,22.0
141086,field_out,0.0,106.6,-19.0
141091,double,1.25,107.3,16.0
141097,single,0.9,106.5,17.0
141100,field_out,0.0,68.5,-18.0
141110,single,0.9,98.9,12.0
141111,single,0.9,98.0,12.0
141113,single,0.9,38.3,-48.0
141114,double,1.25,101.1,32.0
141117,field_out,0.0,80.6,78.0
141128,single,0.9,65.2,26.0
141130,double,1.25,104.7,42.0
141132,field_out,0.0,80.6,67.0
141134,field_out,0.0,97.0,33.0
141137,field_out,0.0,78.5,-23.0
141140,field_out,0.0,104.9,5.0
141146,field_out,0.0,73.7,-1.0
141148,home_run,2.0,106.2,29.0
141157,single,0.9,77.7,21.0
141168,single,0.9,99.5,14.0
141174,single,0.9,87.9,14.0
141176,field_out,0.0,96.6,71.0
141178,single,0.9,94.2,2.0
141181,field_out,0.0,98.2,4.0
141188,field_out,0.0,61.3,-67.0
141190,field_out,0.0,92.9,31.0
141200,field_out,0.0,82.1,33.0
141203,single,0.9,50.8,36.0
141214,double,1.25,95.3,2.0
141217,single,0.9,47.1,-32.0
141220,field_out,0.0,83.6,12.0
141232,single,0.9,22.8,-43.0
141234,field_out,0.0,79.4,69.0
141236,double,1.25,106.7,20.0
141243,field_out,0.0,66.6,-12.0
